CATEGORY,COUNTY NAME,DISTRICT,DEM SENT,REP SENT,OTH SENT,TOTAL SENT,DEM RECEIVED,REP RECEIVED,OTH RECEIVED,TOTAL RECEIVED,DEM ACCEPTED,REP ACCEPTED,OTH ACCEPTED,TOTAL ACCEPTED
ALL,ALLEGANY,Statewide,2518,2377,891,5786,1513,1470,446,3429,1314,1303,380,2997
ALL,ANNE ARUNDEL,Statewide,47005,19453,19083,85541,24942,10022,8333,43297,14202,5683,4552,24437
ALL,BALTIMORE CITY,Statewide,55549,3723,7626,66898,21200,1205,1838,24243,13148,780,1096,15024
ALL,BALTIMORE COUNTY,Statewide,73682,21595,18917,114194,33113,9701,6386,49200,12798,3908,2394,19100
ALL,CALVERT,Statewide,6263,3861,2552,12676,3297,1875,1072,6244,1937,1112,646,3695
ALL,CAROLINE,Statewide,980,806,426,2212,542,436,209,1187,418,316,146,880
ALL,CARROLL,Statewide,9584,7685,4328,21597,4892,3773,1768,10433,3224,2518,1173,6915
ALL,CECIL,Statewide,4003,3848,1885,9736,2007,1783,785,4575,0,0,0,0
ALL,CHARLES,Statewide,13076,2968,3012,19056,6242,1517,1142,8901,4445,1118,787,6350
ALL,DORCHESTER,Statewide,1725,884,430,3039,1002,506,192,1700,0,0,0,0
ALL,FREDERICK,Statewide,21327,8348,7873,37548,10247,3896,3186,17329,9261,3496,2828,15585
ALL,GARRETT,Statewide,951,1269,362,2582,561,690,166,1417,260,338,77,675
ALL,HARFORD,Statewide,13675,8862,5830,28367,6922,4472,2375,13769,5057,3216,1723,9996
ALL,HOWARD,Statewide,31941,7667,11165,50773,15468,3559,4450,23477,13887,3185,3919,20991
ALL,KENT,Statewide,1434,623,378,2435,917,348,181,1446,620,259,121,1000
ALL,MONTGOMERY,Statewide,117251,18670,33201,169122,48407,7664,11251,67322,26611,4282,6005,36898
ALL,PRINCE GEORGE'S,Statewide,82113,5587,12548,100248,39389,2499,4162,46050,31902,1983,3144,37029
ALL,QUEEN ANNE'S,Statewide,2724,2105,1164,5993,1446,1119,558,3123,473,380,172,1025
