CATEGORY,COUNTY NAME,DISTRICT,DEM SENT,REP SENT,OTH SENT,TOTAL SENT,DEM RECEIVED,REP RECEIVED,OTH RECEIVED,TOTAL RECEIVED,DEM ACCEPTED,REP ACCEPTED,OTH ACCEPTED,TOTAL ACCEPTED
Domestic Civilian,BALTIMORE CITY,Statewide,54310,3454,7192,64956,21027,1188,1797,24012,13020,767,1071,14858
Domestic Civilian,BALTIMORE COUNTY,Statewide,72477,21296,18458,112231,32087,9387,6100,47574,12772,3904,2381,19057
Domestic Civilian,CALVERT,Statewide,6134,3792,2474,12400,3265,1861,1049,6175,1927,1109,640,3676
Domestic Civilian,CAROLINE,Statewide,966,797,419,2182,537,430,207,1174,416,311,145,872
Domestic Civilian,CARROLL,Statewide,9425,7616,4245,21286,4839,3758,1748,10345,3219,2518,1170,6907
Domestic Civilian,CECIL,Statewide,3934,3810,1864,9608,1986,1770,774,4530,0,0,0,0
Domestic Civilian,CHARLES,Statewide,12866,2892,2907,18665,6190,1489,1117,8796,4415,1101,774,6290
Domestic Civilian,DORCHESTER,Statewide,1698,875,423,2996,994,502,191,1687,0,0,0,0
Domestic Civilian,FREDERICK,Statewide,20873,8213,7694,36780,9496,3572,2915,15983,9209,3485,2804,15498
Domestic Civilian,GARRETT,Statewide,932,1258,345,2535,557,685,162,1404,260,336,76,672
Domestic Civilian,HARFORD,Statewide,13428,8753,5681,27862,6834,4433,2329,13596,5019,3192,1699,9910
Domestic Civilian,HOWARD,Statewide,31041,7547,10847,49435,14716,3402,4206,22324,5368,1219,1406,7993
Domestic Civilian,KENT,Statewide,1403,618,371,2392,905,346,178,1429,618,259,121,998
Domestic Civilian,MONTGOMERY,Statewide,111959,18063,31314,161336,45627,7293,10486,63406,13577,2155,3012,18744
Domestic Civilian,PRINCE GEORGE'S,Statewide,80888,5432,12092,98412,38913,2438,4044,45395,0,0,0,0
Domestic Civilian,QUEEN ANNE'S,Statewide,2650,2080,1135,5865,1421,1110,544,3075,460,378,168,1006
Domestic Civilian,SAINT MARY'S,Statewide,5278,3521,2237,11036,2821,1707,940,5468,2442,1466,810,4718
Domestic Civilian,SOMERSET,Statewide,775,546,245,1566,483,281,110,874,0,0,0,0
Domestic Civilian,TALBOT,Statewide,2833,1523,1094,5450,1671,810,528,3009,1102,540,342,1984
Domestic Civilian,WASHINGTON,Statewide,7070,4869,2888,14827,3763,2668,1274,7705,2041,1312,630,3983
Domestic Civilian,WICOMICO,Statewide,4609,2509,1547,8665,2676,1455,713,4844,1683,902,411,2996
Domestic Civilian,WORCESTER,Statewide,3290,2539,1314,7143,2019,1454,649,4122,1200,881,390,2471
CATEGORY,COUNTY NAME,DISTRICT,DEM SENT,REP_SENT,OTH_SENT,TOTAL SENT,DEM RECEIVED,REP RECEIVED,OTH RECEIVED,TOTAL RECEIVED,DEM ACCEPTED,REP ACCEPTED,OTH ACCEPTED,TOTAL ACCEPTED
Military Overseas,ALLEGANY,Statewide,1,0,0,1,1,0,0,1,1,0,0,1
Military Overseas,ANNE ARUNDEL,Statewide,86,47,55,188,30,10,6,46,0,0,0,0
Military Overseas,BALTIMORE CITY,Statewide,15,3,8,26,1,0,1,2,0,0,0,0
Military Overseas,BALTIMORE COUNTY,Statewide,25,20,21,66,3,5,4,12,1,0,0,1
Military Overseas,CALVERT,Statewide,8,10,6,24,2,2,2,6,1,0,0,1
Military Overseas,CAROLINE,Statewide,0,3,0,3,0,3,0,3,0,2,0,2
Military Overseas,CARROLL,Statewide,9,13,8,30,1,2,2,5,0,0,0,0
Military Overseas,CECIL,Statewide,2,4,1,7,1,1,0,2,0,0,0,0
Military Overseas,CHARLES,Statewide,22,20,11,53,2,3,4,9,2,2,0,4
Military Overseas,DORCHESTER,Statewide,1,0,0,1,0,0,0,0,0,0,0,0
Military Overseas,FREDERICK,Statewide,17,14,14,45,1,5,6,12,0,2,3,5
Military Overseas,GARRETT,Statewide,0,2,1,3,0,1,0,1,0,0,0,0
Military Overseas,HARFORD,Statewide,15,19,13,47,5,5,1,11,3,3,0,6
Military Overseas,HOWARD,Statewide,29,11,18,58,8,2,2,12,0,0,0,0
Military Overseas,KENT,Statewide,1,1,3,5,0,0,1,1,0,0,0,0
Military Overseas,MONTGOMERY,Statewide,62,23,43,128,7,3,11,21,1,0,1,2
Military Overseas,PRINCE GEORGE'S,Statewide,79,13,27,119,11,5,4,20,0,0,0,0
Military Overseas,QUEEN ANNE'S,Statewide,3,6,0,9,1,4,0,5,0,2,0,2
Military Overseas,SAINT MARY'S,Statewide,13,15,6,34,5,4,2,11,5,2,1,8
Military Overseas,SOMERSET,Statewide,2,0,1,3,2,0,0,2,0,0,0,0
Military Overseas,TALBOT,Statewide,1,1,0,2,0,1,0,1,0,1,0,1
Military Overseas,WASHINGTON,Statewide,5,11,6,22,1,3,1,5,0,3,0,3
Military Overseas,WICOMICO,Statewide,2,4,4,10,0,1,0,1,0,0,0,0
Military Overseas,WORCESTER,Statewide,2,2,3,7,1,0,1,2,0,0,1,1
CATEGORY,COUNTY NAME,DISTRICT,DEM SENT,REP_SENT,OTH_SENT,TOTAL SENT,DEM RECEIVED,REP RECEIVED,OTH RECEIVED,TOTAL RECEIVED,DEM ACCEPTED,REP ACCEPTED,OTH ACCEPTED,TOTAL ACCEPTED
Military US,ALLEGANY,Statewide,3,4,3,10,3,1,0,4,3,0,0,3
Military US,ANNE ARUNDEL,Statewide,266,183,211,660,79,38,51,168,0,0,0,0
Military US,BALTIMORE CITY,Statewide,57,13,29,99,2,1,4,7,0,1,1,2
Military US,BALTIMORE COUNTY,Statewide,79,47,51,177,18,4,9,31,5,0,2,7
Military US,CALVERT,Statewide,35,36,28,99,11,8,7,26,6,2,2,10
Military US,CAROLINE,Statewide,2,5,3,10,1,3,2,6,0,3,1,4
Military US,CARROLL,Statewide,14,25,29,68,2,3,3,8,1,0,0,1
Military US,CECIL,Statewide,12,18,5,35,5,8,2,15,0,0,0,0
Military US,CHARLES,Statewide,80,32,48,160,15,10,11,36,8,8,7,23
Military US,DORCHESTER,Statewide,3,1,4,8,1,1,0,2,0,0,0,0
Military US,FREDERICK,Statewide,50,56,41,147,15,12,14,41,6,1,5,12
Military US,GARRETT,Statewide,1,4,3,8,0,1,1,2,0,1,1,2
Military US,HARFORD,Statewide,36,62,48,146,8,14,16,38,6,11,9,26
Military US,HOWARD,Statewide,101,37,51,189,30,10,9,49,0,0,0,0
Military US,KENT,Statewide,2,0,1,3,0,0,0,0,0,0,0,0
Military US,MONTGOMERY,Statewide,242,81,179,502,64,15,21,100,11,2,5,18
Military US,PRINCE GEORGE'S,Statewide,241,53,119,413,53,12,18,83,0,0,0,0
Military US,QUEEN ANNE'S,Statewide,13,12,9,34,3,3,4,10,1,0,1,2
Military US,SAINT MARY'S,Statewide,51,47,38,136,17,14,13,44,15,12,13,40
Military US,SOMERSET,Statewide,0,3,0,3,0,0,0,0,0,0,0,0
Military US,TALBOT,Statewide,3,6,0,9,0,1,0,1,0,1,0,1
Military US,WASHINGTON,Statewide,16,18,6,40,5,5,0,10,2,2,0,4
Military US,WICOMICO,Statewide,9,3,5,17,2,0,1,3,2,0,0,2
Military US,WORCESTER,Statewide,5,14,7,26,2,8,1,11,2,4,1,7
