CATEGORY,COUNTY NAME,DISTRICT,DEM SENT,REP SENT,OTH SENT,TOTAL SENT,DEM RECEIVED,REP RECEIVED,OTH RECEIVED,TOTAL RECEIVED,DEM ACCEPTED,REP ACCEPTED,OTH ACCEPTED,TOTAL ACCEPTED
ALL,ALLEGANY,Statewide,2570,2446,918,5934,1616,1575,493,3684,1314,1303,380,2997
ALL,ANNE ARUNDEL,Statewide,48121,19995,19813,87929,26928,10845,9099,46872,19550,7924,6325,33799
ALL,BALTIMORE CITY,Statewide,57127,3866,8022,69015,24328,1385,2186,27899,20158,1145,1744,23047
ALL,BALTIMORE COUNTY,Statewide,74705,21947,19343,115995,37601,10914,7423,55938,32469,9441,6262,48172
ALL,CALVERT,Statewide,6411,3965,2652,13028,3739,2179,1246,7164,3549,2049,1168,6766
ALL,CAROLINE,Statewide,1000,823,442,2265,611,478,230,1319,418,316,146,880
ALL,CARROLL,Statewide,9731,7846,4452,22029,5668,4360,2074,12102,3224,2518,1173,6915
ALL,CECIL,Statewide,4131,3945,1962,10038,2269,2045,911,5225,0,0,0,0
ALL,CHARLES,Statewide,13546,3074,3146,19766,7105,1713,1326,10144,4445,1118,787,6350
ALL,DORCHESTER,Statewide,1762,917,443,3122,1090,560,219,1869,0,0,0,0
ALL,FREDERICK,Statewide,21702,8538,8099,38339,11712,4429,3672,19813,9261,3496,2828,15585
ALL,GARRETT,Statewide,963,1293,371,2627,616,771,191,1578,260,338,77,675
ALL,HARFORD,Statewide,13934,9105,6025,29064,8064,5209,2818,16091,5057,3216,1723,9996
ALL,HOWARD,Statewide,32586,7859,11577,52022,16977,3924,4926,25827,13887,3185,3919,20991
ALL,KENT,Statewide,1447,630,392,2469,1000,381,209,1590,620,259,121,1000
ALL,MONTGOMERY,Statewide,120034,19285,34563,173882,54139,8430,12677,75246,26647,4285,6015,36947
ALL,PRINCE GEORGE'S,Statewide,85216,5822,13326,104364,44384,2811,4844,52039,31901,1982,3144,37027
